Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Part 1 Works by Margaret Atwood; Books and manuscripts; Fiction","Horne, Alan J.","Part 1: Works by Margaret Atwood",,="920802028",,"1",,"15","2","ABCMA01MAP1000001001001001",,"Toronto, Ontario : ECW Press",,"ATWOOD, Margaret; ATWOOD, Margaret -- Fiction; ATWOOD, Margaret; ATWOOD, Margaret -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,"https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01MAP1000001001001001&site=ehost-live&scope=site"
