Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
Part 2 Works On Robertson Davies; Selected book reviews; Overlaid,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,235,1,ABCMA03RDP2000003002004007,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; OVERLAID (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004007&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; Eros at Breakfast and Other Plays,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,235,1,ABCMA03RDP2000003002004008,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; EROS at breakfast and other plays (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004008&site=ehost-live&scope=site
"Part 2 Works On Robertson Davies; Selected book reviews; Fortune, My Foe","Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,235,2,ABCMA03RDP2000003002004009,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; FORTUNE, my foe (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004009&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; At my Heart's Core,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,236,3,ABCMA03RDP2000003002004010,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; AT my heart's core (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004010&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; A Masque of Aesop,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,238,2,ABCMA03RDP2000003002004011,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; MASQUE of Aesop (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004011&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; A Jig for the Gypsy,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,239,3,ABCMA03RDP2000003002004012,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; JIG for the gypsy (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004012&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; A Masque of Mr. Punch,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,241,2,ABCMA03RDP2000003002004013,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; MASQUE of Mr. Punch (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004013&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; Hunting Stuart and Other Plays,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,242,2,ABCMA03RDP2000003002004014,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; HUNTING Stuart and other plays (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004014&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; Question Time,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,243,2,ABCMA03RDP2000003002004015,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; QUESTION time (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004015&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; The Diary of Samuel Marchbanks,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,244,1,ABCMA03RDP2000003002004016,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; DIARY of Samuel Marchbanks (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004016&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; The Table Talk of Samuel Marchbanks,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,244,3,ABCMA03RDP2000003002004017,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; TABLE talk of Samuel Marchbanks (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004017&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; Marchbanks' Almanack: An Astrological and Inspirational Vade Mecum,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,246,2,ABCMA03RDP2000003002004018,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; MARCHBANKS' almanack: An astrological and inspirational vade mecum (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004018&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; Shakespeare's Boy Actors,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,247,1,ABCMA03RDP2000003002004019,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; SHAKESPEARE'S boy actors (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004019&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; Stephen Leacock,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,247,2,ABCMA03RDP2000003002004020,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; STEPHEN Leacock (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004020&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; The Revels History of Drama in English. vol. VI. 1750-1880,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,248,1,ABCMA03RDP2000003002004021,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; REVELS history of drama in english. vol. VI. 1750-1880 (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004021&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; A Voice from the Attic,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,248,4,ABCMA03RDP2000003002004022,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; VOICE from the attic. (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004022&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; The Personal Art: Reading to Good Purpose (British ed of A voice from the Attic),"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,251,1,ABCMA03RDP2000003002004023,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; PERSONAL art: Reading to good purpose (British ed of A voice from the attic) (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004023&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; One Half of Robertson Davies: Provocative Pronoucements on a Wide Range of Topics,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,251,3,ABCMA03RDP2000003002004024,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; ONE half of Robertson Davies: Provocative pronoucements on a wide range of topics (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004024&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; The Enthusiasms of Robertson Davies,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,253,3,ABCMA03RDP2000003002004025,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; ENTHUSIASMS of Robertson Davies (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004025&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; Twice Have the Trumpets Sounded: A Record of the Stratford Shakespearean Festival in Canada 1954,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,255,3,ABCMA03RDP2000003002004026,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; TWICE have the trumpets sounded: A record of the stratford shakespearean festival in Canada 1954 (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004026&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; Thrice the Brinded Cat Hath Mew'd: A Record of the Stratford Shakespearean Festival in Canada 1955,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,257,1,ABCMA03RDP2000003002004027,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; THRICE the brinded cat hath mew'd: A record of the Stratford Shakespearean festival in Canada 1955 (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004027&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected book reviews; Feast of Stephen: An Anthology of Some of the Less Familiar Writings of Stephen Leacock,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,257,2,ABCMA03RDP2000003002004028,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; FEAST of Stephen: An anthology of some of the less familiar writings of Stephen Leacock (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004028&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; Overlaid,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,258,1,ABCMA03RDP2000003002004029,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; OVERLAID (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004029&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; Eros at Breakfast,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,258,2,ABCMA03RDP2000003002004030,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; EROS at breakfast (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004030&site=ehost-live&scope=site
"Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; Fortune, My Foe","Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,259,3,ABCMA03RDP2000003002004031,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; FORTUNE, my foe (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004031&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; At my Heart's Core,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,261,4,ABCMA03RDP2000003002004032,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; AT my heart's core (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004032&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; A Masque of Aesop,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,264,1,ABCMA03RDP2000003002004033,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; MASQUE of Aesop (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004033&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; A Jig for the Gypsy,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,264,3,ABCMA03RDP2000003002004034,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; JIG for the gypsy (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004034&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; King Phoenix,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,266,1,ABCMA03RDP2000003002004035,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; KING Phoenix (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004035&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; Hunting Stuart,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,266,2,ABCMA03RDP2000003002004036,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; HUNTING Stuart (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004036&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; A Voice of the People,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,267,2,ABCMA03RDP2000003002004037,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; VOICE of the people (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004037&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; Love and Libel,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,268,2,ABCMA03RDP2000003002004038,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; LOVE and libel (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004038&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; Leaven of Malice,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,269,2,ABCMA03RDP2000003002004039,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; LEAVEN of malice (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004039&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; A Masque of Mr. Punch,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,270,2,ABCMA03RDP2000003002004040,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; MASQUE of Mr. Punch (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004040&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; Question Time,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,271,2,ABCMA03RDP2000003002004041,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; QUESTION time (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004041&site=ehost-live&scope=site
Part 2 Works On Robertson Davies; Selected reviews and previews of theatrical performances; Pontiac and the Green Man,"Ryrie, John",Part 2: Works On Robertson Davies,,920802230,,3,,272,1,ABCMA03RDP2000003002004042,,"Toronto, Ontario : ECW Press",,"DAVIES, Robertson; DAVIES, Robertson -- Criticism & interpretation -- Bibliography; PONTIAC and the green man (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RDP2000003002004042&site=ehost-live&scope=site
Raymond Knister An Annotated Bibliography; Introduction,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,282,3,ABCMA03RKP1000003003000000,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003000000&site=ehost-live&scope=site
Part 1 Works By Raymond Knister; Books and manuscripts; Poetry and prose,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,284,2,ABCMA03RKP1000003003001001,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003001001&site=ehost-live&scope=site
Part 1 Works By Raymond Knister; Books and manuscripts; Book edited,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,285,1,ABCMA03RKP1000003003001002,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003001002&site=ehost-live&scope=site
Part 1 Works By Raymond Knister; Books and manuscripts; Manuscripts,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,285,5,ABCMA03RKP1000003003001003,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003001003&site=ehost-live&scope=site
Part 1 Works By Raymond Knister; Contributions to periodicals and books: Poems,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,290,3,ABCMA03RKP1000003003002001,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003002001&site=ehost-live&scope=site
Part 1 Works By Raymond Knister; Contributions to periodicals and books: Short stories and sketches,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,292,3,ABCMA03RKP1000003003002002,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003002002&site=ehost-live&scope=site
Part 1 Works By Raymond Knister; Contributions to periodicals and books: Reprinted anthology contributions: A selection,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,294,2,ABCMA03RKP1000003003002003,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003002003&site=ehost-live&scope=site
Part 1 Works By Raymond Knister; Contributions to periodicals and books: Articles and reviews,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,295,8,ABCMA03RKP1000003003002004,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003002004&site=ehost-live&scope=site
Part 1 Works By Raymond Knister; Contributions to periodicals and books: Miscellaneous,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,303,1,ABCMA03RKP1000003003002005,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003002005&site=ehost-live&scope=site
Part 1 Works By Raymond Knister; Contributions to periodicals and books: Drama,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,303,1,ABCMA03RKP1000003003002006,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003002006&site=ehost-live&scope=site
Part 1 Works By Raymond Knister; Contributions to periodicals and books: Address,"Burke, Anne",Part 1: Works By Raymond Knister,,920802230,,3,,303,1,ABCMA03RKP1000003003002007,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP1000003003002007&site=ehost-live&scope=site
"Part 2 Works On Raymond Knister; Articles and sections of books, theses and dissertations, letters, miscellaneous, audio recordings, and awards and honours; Articles and sections of books","Burke, Anne",Part 2: Works On Raymond Knister,,920802230,,3,,304,9,ABCMA03RKP2000003003003001,,"Toronto, Ontario : ECW Press",,"KNISTER, Raymond; KNISTER, Raymond -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA03RKP2000003003003001&site=ehost-live&scope=site
