Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
Gabrielle Roy An Annotated Bibliography; Introduction,"Socken, Paul",Part 1: Works By Gabrielle Roy,,920802028,,1,,214,2,ABCMA01GRP1000001005000000,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP1000001005000000&site=ehost-live&scope=site
Part 1 Works by Gabrielle Roy; Books; Novels,"Socken, Paul",Part 1: Works By Gabrielle Roy,,920802028,,1,,215,2,ABCMA01GRP1000001005001001,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP1000001005001001&site=ehost-live&scope=site
Part 1 Works by Gabrielle Roy; Books; Short stories,"Socken, Paul",Part 1: Works By Gabrielle Roy,,920802028,,1,,216,3,ABCMA01GRP1000001005001002,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP1000001005001002&site=ehost-live&scope=site
Part 1 Works by Gabrielle Roy; Books; Children's story,"Socken, Paul",Part 1: Works By Gabrielle Roy,,920802028,,1,,218,1,ABCMA01GRP1000001005001003,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP1000001005001003&site=ehost-live&scope=site
"Part 1 Works by Gabrielle Roy; Contributions to periodicals, books, and anthologies; Short stories -- nouvelles, recits","Socken, Paul",Part 1: Works By Gabrielle Roy,,920802028,,1,,219,3,ABCMA01GRP1000001005002001,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP1000001005002001&site=ehost-live&scope=site
"Part 1 Works by Gabrielle Roy; Contributions to periodicals, books, and anthologies; Essays","Socken, Paul",Part 1: Works By Gabrielle Roy,,920802028,,1,,221,1,ABCMA01GRP1000001005002002,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP1000001005002002&site=ehost-live&scope=site
"Part 1 Works by Gabrielle Roy; Contributions to periodicals, books, and anthologies; Journalism","Socken, Paul",Part 1: Works By Gabrielle Roy,,920802028,,1,,221,4,ABCMA01GRP1000001005002003,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP1000001005002003&site=ehost-live&scope=site
"Part 1 Works by Gabrielle Roy; Contributions to periodicals, books, and anthologies; Selected anthology contributions","Socken, Paul",Part 1: Works By Gabrielle Roy,,920802028,,1,,224,2,ABCMA01GRP1000001005002004,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP1000001005002004&site=ehost-live&scope=site
"Part2 Works on Gabrielle Roy; Books, selected articles and sections of books, theses and dissertations, interviews, awards and honours; Books","Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,226,3,ABCMA01GRP2000001005003001,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005003001&site=ehost-live&scope=site
"Part2 Works on Gabrielle Roy; Books, selected articles and sections of books, theses and dissertations, interviews, awards and honours; Selected articles and sections of books","Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,228,12,ABCMA01GRP2000001005003002,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005003002&site=ehost-live&scope=site
"Part2 Works on Gabrielle Roy; Books, selected articles and sections of books, theses and dissertations, interviews, awards and honours; Theses and dissertations","Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,239,5,ABCMA01GRP2000001005003003,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005003003&site=ehost-live&scope=site
"Part2 Works on Gabrielle Roy; Books, selected articles and sections of books, theses and dissertations, interviews, awards and honours; Interviews","Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,243,6,ABCMA01GRP2000001005003004,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005003004&site=ehost-live&scope=site
"Part2 Works on Gabrielle Roy; Books, selected articles and sections of books, theses and dissertations, interviews, awards and honours; Awards and honours","Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,248,2,ABCMA01GRP2000001005003005,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005003005&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; Bonheur d'occasion,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,250,2,ABCMA01GRP2000001005004001,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; BONHEUR d'occasion (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004001&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; La Petite Poule d'eau,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,251,2,ABCMA01GRP2000001005004002,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; LA Petite Poule d'eau (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004002&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; Alexandre Chenevert,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,252,3,ABCMA01GRP2000001005004003,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; ALEXANDRE Chenevert (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004003&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; Rue Deschambault,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,254,2,ABCMA01GRP2000001005004004,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; RUE Deschambault (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004004&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; La Montagne secrete,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,255,3,ABCMA01GRP2000001005004005,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; LA Montagne secrete (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004005&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; La Route d'Altamont,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,257,3,ABCMA01GRP2000001005004006,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; LA Route d'Altamont (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004006&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; La Riviere sans repos,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,259,1,ABCMA01GRP2000001005004007,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; LA Riviere sans repos (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004007&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; Cet Ete qui chantait,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,259,1,ABCMA01GRP2000001005004008,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; CET Ete qui chantait (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004008&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; Un Jardin au bout du monde,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,260,1,ABCMA01GRP2000001005004009,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; UN Jardin au bout du monde (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004009&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; Ces Enfants de ma vie,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,260,1,ABCMA01GRP2000001005004010,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; CES Enfants de ma vie (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004010&site=ehost-live&scope=site
Part2 Works on Gabrielle Roy; Selected book reviews; Fragiles Lumieres de la terre,"Socken, Paul",Part 2: Works On Gabrielle Roy,,920802028,,1,,260,1,ABCMA01GRP2000001005004011,,"Toronto, Ontario : ECW Press",,"ROY, Gabrielle; ROY, Gabrielle -- Criticism & interpretation -- Bibliography; FRAGILES Lumieres de la terre (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01GRP2000001005004011&site=ehost-live&scope=site
Hugh MacLennan An Annotated Bibliography; Introduction,"Cameron, Elspeth",Part 1: Works By Hugh MacLennan,,920802028,,1,,104,2,ABCMA01HMP1000001003000000,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP1000001003000000&site=ehost-live&scope=site
"Part 1 Works by Hugh MacLennan; Books, pamphlets, and manuscripts; Books and pamphlets","Cameron, Elspeth",Part 1: Works By Hugh MacLennan,,920802028,,1,,106,2,ABCMA01HMP1000001003001001,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP1000001003001001&site=ehost-live&scope=site
"Part 1 Works by Hugh MacLennan; Books, pamphlets, and manuscripts; Essay collections","Cameron, Elspeth",Part 1: Works By Hugh MacLennan,,920802028,,1,,107,2,ABCMA01HMP1000001003001002,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP1000001003001002&site=ehost-live&scope=site
"Part 1 Works by Hugh MacLennan; Books, pamphlets, and manuscripts; Miscellaneous","Cameron, Elspeth",Part 1: Works By Hugh MacLennan,,920802028,,1,,108,1,ABCMA01HMP1000001003001003,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP1000001003001003&site=ehost-live&scope=site
"Part 1 Works by Hugh MacLennan; Books, pamphlets, and manuscripts; Pamphlets","Cameron, Elspeth",Part 1: Works By Hugh MacLennan,,920802028,,1,,108,2,ABCMA01HMP1000001003001004,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP1000001003001004&site=ehost-live&scope=site
"Part 1 Works by Hugh MacLennan; Books, pamphlets, and manuscripts; Manuscripts","Cameron, Elspeth",Part 1: Works By Hugh MacLennan,,920802028,,1,,109,1,ABCMA01HMP1000001003001005,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP1000001003001005&site=ehost-live&scope=site
"Part 1 Works by Hugh MacLennan; Contributions to periodicals, books, and anthologies; Essays","Cameron, Elspeth",Part 1: Works By Hugh MacLennan,,920802028,,1,,110,15,ABCMA01HMP1000001003002001,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP1000001003002001&site=ehost-live&scope=site
"Part 1 Works by Hugh MacLennan; Contributions to periodicals, books, and anthologies; Book reviews","Cameron, Elspeth",Part 1: Works By Hugh MacLennan,,920802028,,1,,124,2,ABCMA01HMP1000001003002002,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP1000001003002002&site=ehost-live&scope=site
"Part 1 Works by Hugh MacLennan; Contributions to periodicals, books, and anthologies; Selected anthology contributions","Cameron, Elspeth",Part 1: Works By Hugh MacLennan,,920802028,,1,,125,2,ABCMA01HMP1000001003002003,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP1000001003002003&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Books,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,126,3,ABCMA01HMP2000001003003001,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003003001&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Articles and sections of books,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,128,9,ABCMA01HMP2000001003003002,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003003002&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Theses and dissertations,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,136,3,ABCMA01HMP2000001003003003,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003003003&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Interviews,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,138,2,ABCMA01HMP2000001003003004,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003003004&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Awards and honours,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,139,2,ABCMA01HMP2000001003003005,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003003005&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; Barometer Rising,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,141,2,ABCMA01HMP2000001003004001,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; BAROMETER rising (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004001&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; Two Solitudes,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,142,2,ABCMA01HMP2000001003004002,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; TWO solitudes (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004002&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; The Precipice,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,143,2,ABCMA01HMP2000001003004003,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; PRECIPICE (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004003&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; Each Man's Son,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,144,2,ABCMA01HMP2000001003004004,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; EACH man's son (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004004&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; Thirty and Three,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,145,1,ABCMA01HMP2000001003004005,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; THIRTY and three (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004005&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; The Watch That Ends the Night,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,145,4,ABCMA01HMP2000001003004006,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; WATCH that ends the night (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004006&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; Scotchman's Return,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,148,1,ABCMA01HMP2000001003004007,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; SCOTCHMAN'S return (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004007&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; Seven Rivers of Canada,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,148,1,ABCMA01HMP2000001003004008,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; SEVEN rivers of Canada (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004008&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; Return of the Sphinx,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,148,2,ABCMA01HMP2000001003004009,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; RETURN of the sphinx (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004009&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; The Colour of Canada,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,150,1,ABCMA01HMP2000001003004010,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; COLOUR of Canada (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004010&site=ehost-live&scope=site
Part 2 Works on Hugh MacLennan; Selected book reviews; The Other Side of Hugh Maclennan: Selected Essays Old and New,"Cameron, Elspeth",Part 2: Works On Hugh MacLennan,,920802028,,1,,150,2,ABCMA01HMP2000001003004011,,"Toronto, Ontario : ECW Press",,"MACLENNAN, Hugh; MACLENNAN, Hugh -- Criticism & interpretation -- Bibliography; OTHER side of Hugh Maclennan (Book); CANADIAN literature -- Bibliography; FRENCH-CANADIAN literature -- Bibliography",,,https://lib-ezproxy.concordia.ca/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=cjh&AN=ABCMA01HMP2000001003004011&site=ehost-live&scope=site
